Date,Time,Description,Trigger,Inv kW Sum (kW),Load kW Sum (kW),Solar kW (kW),Ambient Temp (C),Solar Radiation (W/m2),Inv Exp kWh,Inv Imp kWh,Src A Exp kWh,Src A Imp kWh,Src B Exp kWh,Src B Imp kWh,Site kWh (calc),Batt Exp kWh,Batt Imp kWh,Solar kWh,DNI,norm DNI,calls norm DNI
2023-01-04,16.16.37.15,Status : Source A CB Closed,SrcA CB Waiting for Closed,0,0.0,0.1,19.4,410,190811.9,56741.5,46435.9,289992.0,0,0,377930.5,17492.1,76725.4,216545.0,68.33333333333333,0.3961352657004831,Monitoring
2023-01-17,17.43.57.97,Status : Source A CB Closed,SrcA CB Waiting for Closed,0,0.0,0.1,21.5,212,190811.9,56741.5,46435.9,290376.5,0,0,378315.0,17509.8,76732.3,216570.9,35.33333333333333,0.2048309178743961,Inspecting
